fecha,provincia,region,casos_diarios,fallecidos_diarios,poblacion,casos_acumulados,fallecidos_acumulados,casos_promedio_7d,fallecidos_promedio_7d,tasa_casos_100k,tasa_fallecidos_100k,mes,nombre_mes
2021-03-03,Salta,NOA,44,0,1441351,1607,62,41.0,1.1,3.05,0.0,3,Marzo
2021-03-04,Salta,NOA,43,2,1441351,1650,64,40.7,1.3,2.98,0.1388,3,Marzo
2021-03-05,Salta,NOA,21,1,1441351,1671,65,39.1,1.0,1.46,0.0694,3,Marzo
2021-03-06,Salta,NOA,40,2,1441351,1711,67,42.4,1.1,2.78,0.1388,3,Marzo
2021-03-07,Salta,NOA,59,3,1441351,1770,70,44.7,1.3,4.09,0.2081,3,Marzo
2021-03-08,Salta,NOA,52,2,1441351,1822,72,44.9,1.6,3.61,0.1388,3,Marzo
2021-03-09,Salta,NOA,46,2,1441351,1868,74,43.6,1.7,3.19,0.1388,3,Marzo
2021-03-10,Salta,NOA,78,0,1441351,1946,74,48.4,1.7,5.41,0.0,3,Marzo
2021-03-11,Salta,NOA,84,1,1441351,2030,75,54.3,1.6,5.83,0.0694,3,Marzo
2021-03-12,Salta,NOA,70,1,1441351,2100,76,61.3,1.6,4.86,0.0694,3,Marzo
2021-03-13,Salta,NOA,54,1,1441351,2154,77,63.3,1.4,3.75,0.0694,3,Marzo
2021-03-14,Salta,NOA,63,1,1441351,2217,78,63.9,1.1,4.37,0.0694,3,Marzo
2021-03-15,Salta,NOA,88,0,1441351,2305,78,69.0,0.9,6.11,0.0,3,Marzo
2021-03-16,Salta,NOA,110,0,1441351,2415,78,78.1,0.6,7.63,0.0,3,Marzo
2021-03-17,Salta,NOA,136,1,1441351,2551,79,86.4,0.7,9.44,0.0694,3,Marzo
2021-03-18,Salta,NOA,78,3,1441351,2629,82,85.6,1.0,5.41,0.2081,3,Marzo
2021-03-19,Salta,NOA,127,0,1441351,2756,82,93.7,0.9,8.81,0.0,3,Marzo
2021-03-20,Salta,NOA,80,3,1441351,2836,85,97.4,1.1,5.55,0.2081,3,Marzo
2021-03-21,Salta,NOA,98,7,1441351,2934,92,102.4,2.0,6.8,0.4857,3,Marzo
2021-03-22,Salta,NOA,135,5,1441351,3069,97,109.1,2.7,9.37,0.3469,3,Marzo
2021-03-23,Salta,NOA,131,6,1441351,3200,103,112.1,3.6,9.09,0.4163,3,Marzo
2021-03-24,Salta,NOA,147,4,1441351,3347,107,113.7,4.0,10.2,0.2775,3,Marzo
2021-03-25,Salta,NOA,136,6,1441351,3483,113,122.0,4.4,9.44,0.4163,3,Marzo
2021-03-26,Salta,NOA,136,2,1441351,3619,115,123.3,4.7,9.44,0.1388,3,Marzo
2021-03-27,Salta,NOA,116,2,1441351,3735,117,128.4,4.6,8.05,0.1388,3,Marzo
2021-03-28,Salta,NOA,104,0,1441351,3839,117,129.3,3.6,7.22,0.0,3,Marzo
2021-03-29,Salta,NOA,177,6,1441351,4016,123,135.3,3.7,12.28,0.4163,3,Marzo
2021-03-30,Salta,NOA,175,7,1441351,4191,130,141.6,3.9,12.14,0.4857,3,Marzo
2021-03-31,Salta,NOA,147,3,1441351,4338,133,141.6,3.7,10.2,0.2081,3,Marzo
2021-04-01,Salta,NOA,180,4,1441351,4518,137,147.9,3.4,12.49,0.2775,4,Abril
2021-04-02,Salta,NOA,201,3,1441351,4719,140,157.1,3.6,13.95,0.2081,4,Abril
2021-04-03,Salta,NOA,138,6,1441351,4857,146,160.3,4.1,9.57,0.4163,4,Abril
2021-04-04,Salta,NOA,121,7,1441351,4978,153,162.7,5.1,8.39,0.4857,4,Abril
2021-04-05,Salta,NOA,239,2,1441351,5217,155,171.6,4.6,16.58,0.1388,4,Abril
2021-04-06,Salta,NOA,230,6,1441351,5447,161,179.4,4.4,15.96,0.4163,4,Abril
2021-04-07,Salta,NOA,242,5,1441351,5689,166,193.0,4.7,16.79,0.3469,4,Abril
2021-04-08,Salta,NOA,236,6,1441351,5925,172,201.0,5.0,16.37,0.4163,4,Abril
2021-04-09,Salta,NOA,259,7,1441351,6184,179,209.3,5.6,17.97,0.4857,4,Abril
2021-04-10,Salta,NOA,200,6,1441351,6384,185,218.1,5.6,13.88,0.4163,4,Abril
2021-04-11,Salta,NOA,179,7,1441351,6563,192,226.4,5.6,12.42,0.4857,4,Abril
2021-04-12,Salta,NOA,300,7,1441351,6863,199,235.1,6.3,20.81,0.4857,4,Abril
2021-04-13,Salta,NOA,289,9,1441351,7152,208,243.6,6.7,20.05,0.6244,4,Abril
2021-04-14,Salta,NOA,278,8,1441351,7430,216,248.7,7.1,19.29,0.555,4,Abril
2021-04-15,Salta,NOA,332,8,1441351,7762,224,262.4,7.4,23.03,0.555,4,Abril
2021-04-16,Salta,NOA,313,5,1441351,8075,229,270.1,7.1,21.72,0.3469,4,Abril
2021-04-17,Salta,NOA,227,8,1441351,8302,237,274.0,7.4,15.75,0.555,4,Abril
2021-04-18,Salta,NOA,223,10,1441351,8525,247,280.3,7.9,15.47,0.6938,4,Abril
2021-04-19,Salta,NOA,318,9,1441351,8843,256,282.9,8.1,22.06,0.6244,4,Abril
2021-04-20,Salta,NOA,340,10,1441351,9183,266,290.1,8.3,23.59,0.6938,4,Abril
2021-04-21,Salta,NOA,369,12,1441351,9552,278,303.1,8.9,25.6,0.8326,4,Abril
2021-04-22,Salta,NOA,347,11,1441351,9899,289,305.3,9.3,24.07,0.7632,4,Abril
2021-04-23,Salta,NOA,358,9,1441351,10257,298,311.7,9.9,24.84,0.6244,4,Abril
2021-04-24,Salta,NOA,271,9,1441351,10528,307,318.0,10.0,18.8,0.6244,4,Abril
2021-04-25,Salta,NOA,257,5,1441351,10785,312,322.9,9.3,17.83,0.3469,4,Abril
2021-04-26,Salta,NOA,385,10,1441351,11170,322,332.4,9.4,26.71,0.6938,4,Abril
2021-04-27,Salta,NOA,396,9,1441351,11566,331,340.4,9.3,27.47,0.6244,4,Abril
2021-04-28,Salta,NOA,386,10,1441351,11952,341,342.9,9.0,26.78,0.6938,4,Abril
2021-04-29,Salta,NOA,398,9,1441351,12350,350,350.1,8.7,27.61,0.6244,4,Abril
2021-04-30,Salta,NOA,408,10,1441351,12758,360,357.3,8.9,28.31,0.6938,4,Abril
2021-05-01,Salta,NOA,278,7,1441351,13036,367,358.3,8.6,19.29,0.4857,5,Mayo
2021-05-02,Salta,NOA,293,9,1441351,13329,376,363.4,9.1,20.33,0.6244,5,Mayo
2021-05-03,Salta,NOA,402,12,1441351,13731,388,365.9,9.4,27.89,0.8326,5,Mayo
2021-05-04,Salta,NOA,404,14,1441351,14135,402,367.0,10.1,28.03,0.9713,5,Mayo
2021-05-05,Salta,NOA,394,10,1441351,14529,412,368.1,10.1,27.34,0.6938,5,Mayo
2021-05-06,Salta,NOA,411,11,1441351,14940,423,370.0,10.4,28.51,0.7632,5,Mayo
2021-05-07,Salta,NOA,409,12,1441351,15349,435,370.1,10.7,28.38,0.8326,5,Mayo
2021-05-08,Salta,NOA,291,9,1441351,15640,444,372.0,11.0,20.19,0.6244,5,Mayo
2021-05-09,Salta,NOA,303,12,1441351,15943,456,373.4,11.4,21.02,0.8326,5,Mayo
2021-05-10,Salta,NOA,398,9,1441351,16341,465,372.9,11.0,27.61,0.6244,5,Mayo
2021-05-11,Salta,NOA,395,12,1441351,16736,477,371.6,10.7,27.4,0.8326,5,Mayo
2021-05-12,Salta,NOA,413,11,1441351,17149,488,374.3,10.9,28.65,0.7632,5,Mayo
2021-05-13,Salta,NOA,431,11,1441351,17580,499,377.1,10.9,29.9,0.7632,5,Mayo
2021-05-14,Salta,NOA,427,9,1441351,18007,508,379.7,10.4,29.62,0.6244,5,Mayo
2021-05-15,Salta,NOA,287,12,1441351,18294,520,379.1,10.9,19.91,0.8326,5,Mayo
2021-05-16,Salta,NOA,305,15,1441351,18599,535,379.4,11.3,21.16,1.0407,5,Mayo
2021-05-17,Salta,NOA,407,9,1441351,19006,544,380.7,11.3,28.24,0.6244,5,Mayo
2021-05-18,Salta,NOA,421,10,1441351,19427,554,384.4,11.0,29.21,0.6938,5,Mayo
2021-05-19,Salta,NOA,405,11,1441351,19832,565,383.3,11.0,28.1,0.7632,5,Mayo
2021-05-20,Salta,NOA,394,12,1441351,20226,577,378.0,11.1,27.34,0.8326,5,Mayo
2021-05-21,Salta,NOA,394,9,1441351,20620,586,373.3,11.1,27.34,0.6244,5,Mayo
2021-05-22,Salta,NOA,287,5,1441351,20907,591,373.3,10.1,19.91,0.3469,5,Mayo
2021-05-23,Salta,NOA,279,13,1441351,21186,604,369.6,9.9,19.36,0.9019,5,Mayo
2021-05-24,Salta,NOA,403,12,1441351,21589,616,369.0,10.3,27.96,0.8326,5,Mayo
2021-05-25,Salta,NOA,389,6,1441351,21978,622,364.4,9.7,26.99,0.4163,5,Mayo
2021-05-26,Salta,NOA,353,8,1441351,22331,630,357.0,9.3,24.49,0.555,5,Mayo
2021-05-27,Salta,NOA,403,13,1441351,22734,643,358.3,9.4,27.96,0.9019,5,Mayo
2021-05-28,Salta,NOA,371,12,1441351,23105,655,355.0,9.9,25.74,0.8326,5,Mayo
2021-05-29,Salta,NOA,256,12,1441351,23361,667,350.6,10.9,17.76,0.8326,5,Mayo
2021-05-30,Salta,NOA,242,9,1441351,23603,676,345.3,10.3,16.79,0.6244,5,Mayo
2021-05-31,Salta,NOA,362,9,1441351,23965,685,339.4,9.9,25.12,0.6244,5,Mayo
2021-06-01,Salta,NOA,321,8,1441351,24286,693,329.7,10.1,22.27,0.555,6,Junio
2021-06-02,Salta,NOA,340,10,1441351,24626,703,327.9,10.4,23.59,0.6938,6,Junio
2021-06-03,Salta,NOA,292,6,1441351,24918,709,312.0,9.4,20.26,0.4163,6,Junio
2021-06-04,Salta,NOA,326,6,1441351,25244,715,305.6,8.6,22.62,0.4163,6,Junio
2021-06-05,Salta,NOA,204,10,1441351,25448,725,298.1,8.3,14.15,0.6938,6,Junio
2021-06-06,Salta,NOA,213,8,1441351,25661,733,294.0,8.1,14.78,0.555,6,Junio
2021-06-07,Salta,NOA,312,11,1441351,25973,744,286.9,8.4,21.65,0.7632,6,Junio
2021-06-08,Salta,NOA,296,6,1441351,26269,750,283.3,8.1,20.54,0.4163,6,Junio
2021-06-09,Salta,NOA,294,7,1441351,26563,757,276.7,7.7,20.4,0.4857,6,Junio
2021-06-10,Salta,NOA,285,5,1441351,26848,762,275.7,7.6,19.77,0.3469,6,Junio
2021-06-11,Salta,NOA,252,7,1441351,27100,769,265.1,7.7,17.48,0.4857,6,Junio
2021-06-12,Salta,NOA,182,4,1441351,27282,773,262.0,6.9,12.63,0.2775,6,Junio
2021-06-13,Salta,NOA,152,5,1441351,27434,778,253.3,6.4,10.55,0.3469,6,Junio
2021-06-14,Salta,NOA,226,3,1441351,27660,781,241.0,5.3,15.68,0.2081,6,Junio
2021-06-15,Salta,NOA,249,7,1441351,27909,788,234.3,5.4,17.28,0.4857,6,Junio
2021-06-16,Salta,NOA,215,7,1441351,28124,795,223.0,5.4,14.92,0.4857,6,Junio
2021-06-17,Salta,NOA,185,2,1441351,28309,797,208.7,5.0,12.84,0.1388,6,Junio
2021-06-18,Salta,NOA,236,8,1441351,28545,805,206.4,5.1,16.37,0.555,6,Junio
2021-06-19,Salta,NOA,144,10,1441351,28689,815,201.0,6.0,9.99,0.6938,6,Junio
2021-06-20,Salta,NOA,141,5,1441351,28830,820,199.4,6.0,9.78,0.3469,6,Junio
2021-06-21,Salta,NOA,169,3,1441351,28999,823,191.3,6.0,11.73,0.2081,6,Junio
2021-06-22,Salta,NOA,181,10,1441351,29180,833,181.6,6.4,12.56,0.6938,6,Junio
2021-06-23,Salta,NOA,174,1,1441351,29354,834,175.7,5.6,12.07,0.0694,6,Junio
2021-06-24,Salta,NOA,151,4,1441351,29505,838,170.9,5.9,10.48,0.2775,6,Junio
2021-06-25,Salta,NOA,155,4,1441351,29660,842,159.3,5.3,10.75,0.2775,6,Junio
2021-06-26,Salta,NOA,90,6,1441351,29750,848,151.6,4.7,6.24,0.4163,6,Junio
2021-06-27,Salta,NOA,98,4,1441351,29848,852,145.4,4.6,6.8,0.2775,6,Junio
2021-06-28,Salta,NOA,154,2,1441351,30002,854,143.3,4.4,10.68,0.1388,6,Junio
2021-06-29,Salta,NOA,123,1,1441351,30125,855,135.0,3.1,8.53,0.0694,6,Junio
2021-06-30,Salta,NOA,157,2,1441351,30282,857,132.6,3.3,10.89,0.1388,6,Junio
2021-07-01,Salta,NOA,102,1,1441351,30384,858,125.6,2.9,7.08,0.0694,7,Julio
2021-07-02,Salta,NOA,115,3,1441351,30499,861,119.9,2.7,7.98,0.2081,7,Julio
2021-07-03,Salta,NOA,73,2,1441351,30572,863,117.4,2.1,5.06,0.1388,7,Julio
2021-07-04,Salta,NOA,75,0,1441351,30647,863,114.1,1.6,5.2,0.0,7,Julio
2021-07-05,Salta,NOA,126,5,1441351,30773,868,110.1,2.0,8.74,0.3469,7,Julio
2021-07-06,Salta,NOA,87,1,1441351,30860,869,105.0,2.0,6.04,0.0694,7,Julio
2021-07-07,Salta,NOA,91,0,1441351,30951,869,95.6,1.7,6.31,0.0,7,Julio
2021-07-08,Salta,NOA,104,2,1441351,31055,871,95.9,1.9,7.22,0.1388,7,Julio
2021-07-09,Salta,NOA,92,2,1441351,31147,873,92.6,1.7,6.38,0.1388,7,Julio
2021-07-10,Salta,NOA,63,0,1441351,31210,873,91.1,1.4,4.37,0.0,7,Julio
2021-07-11,Salta,NOA,49,2,1441351,31259,875,87.4,1.7,3.4,0.1388,7,Julio
2021-07-12,Salta,NOA,81,0,1441351,31340,875,81.0,1.0,5.62,0.0,7,Julio
2021-07-13,Salta,NOA,97,5,1441351,31437,880,82.4,1.6,6.73,0.3469,7,Julio
2021-07-14,Salta,NOA,54,3,1441351,31491,883,77.1,2.0,3.75,0.2081,7,Julio
2021-07-15,Salta,NOA,65,1,1441351,31556,884,71.6,1.9,4.51,0.0694,7,Julio
2021-07-16,Salta,NOA,47,0,1441351,31603,884,65.1,1.6,3.26,0.0,7,Julio
2021-07-17,Salta,NOA,56,1,1441351,31659,885,64.1,1.7,3.89,0.0694,7,Julio
2021-07-18,Salta,NOA,63,3,1441351,31722,888,66.1,1.9,4.37,0.2081,7,Julio
2021-07-19,Salta,NOA,67,1,1441351,31789,889,64.1,2.0,4.65,0.0694,7,Julio
2021-07-20,Salta,NOA,54,1,1441351,31843,890,58.0,1.4,3.75,0.0694,7,Julio
2021-07-21,Salta,NOA,54,1,1441351,31897,891,58.0,1.1,3.75,0.0694,7,Julio
2021-07-22,Salta,NOA,63,0,1441351,31960,891,57.7,1.0,4.37,0.0,7,Julio
2021-07-23,Salta,NOA,63,1,1441351,32023,892,60.0,1.1,4.37,0.0694,7,Julio
2021-07-24,Salta,NOA,57,0,1441351,32080,892,60.1,1.0,3.95,0.0,7,Julio
2021-07-25,Salta,NOA,40,3,1441351,32120,895,56.9,1.0,2.78,0.2081,7,Julio
2021-07-26,Salta,NOA,74,2,1441351,32194,897,57.9,1.1,5.13,0.1388,7,Julio
2021-07-27,Salta,NOA,63,0,1441351,32257,897,59.1,1.0,4.37,0.0,7,Julio
2021-07-28,Salta,NOA,57,5,1441351,32314,902,59.6,1.6,3.95,0.3469,7,Julio
2021-07-29,Salta,NOA,64,1,1441351,32378,903,59.7,1.7,4.44,0.0694,7,Julio
2021-07-30,Salta,NOA,75,0,1441351,32453,903,61.4,1.6,5.2,0.0,7,Julio
2021-07-31,Salta,NOA,59,3,1441351,32512,906,61.7,2.0,4.09,0.2081,7,Julio
2021-08-01,Salta,NOA,48,2,1441351,32560,908,62.9,1.9,3.33,0.1388,8,Agosto
2021-08-02,Salta,NOA,55,2,1441351,32615,910,60.1,1.9,3.82,0.1388,8,Agosto
2021-08-03,Salta,NOA,90,1,1441351,32705,911,64.0,2.0,6.24,0.0694,8,Agosto
2021-08-04,Salta,NOA,63,2,1441351,32768,913,64.9,1.6,4.37,0.1388,8,Agosto
2021-08-05,Salta,NOA,82,1,1441351,32850,914,67.4,1.6,5.69,0.0694,8,Agosto
2021-08-06,Salta,NOA,80,3,1441351,32930,917,68.1,2.0,5.55,0.2081,8,Agosto
2021-08-07,Salta,NOA,56,0,1441351,32986,917,67.7,1.6,3.89,0.0,8,Agosto
2021-08-08,Salta,NOA,54,1,1441351,33040,918,68.6,1.4,3.75,0.0694,8,Agosto
2021-08-09,Salta,NOA,96,5,1441351,33136,923,74.4,1.9,6.66,0.3469,8,Agosto
2021-08-10,Salta,NOA,35,0,1441351,33171,923,66.6,1.7,2.43,0.0,8,Agosto
2021-08-11,Salta,NOA,109,1,1441351,33280,924,73.1,1.6,7.56,0.0694,8,Agosto
2021-08-12,Salta,NOA,80,1,1441351,33360,925,72.9,1.6,5.55,0.0694,8,Agosto
2021-08-13,Salta,NOA,103,0,1441351,33463,925,76.1,1.1,7.15,0.0,8,Agosto
2021-08-14,Salta,NOA,74,0,1441351,33537,925,78.7,1.1,5.13,0.0,8,Agosto
2021-08-15,Salta,NOA,85,2,1441351,33622,927,83.1,1.3,5.9,0.1388,8,Agosto
2021-08-16,Salta,NOA,109,3,1441351,33731,930,85.0,1.0,7.56,0.2081,8,Agosto
2021-08-17,Salta,NOA,97,2,1441351,33828,932,93.9,1.3,6.73,0.1388,8,Agosto
2021-08-18,Salta,NOA,89,2,1441351,33917,934,91.0,1.4,6.17,0.1388,8,Agosto
2021-08-19,Salta,NOA,111,2,1441351,34028,936,95.4,1.6,7.7,0.1388,8,Agosto
2021-08-20,Salta,NOA,90,5,1441351,34118,941,93.6,2.3,6.24,0.3469,8,Agosto
2021-08-21,Salta,NOA,80,2,1441351,34198,943,94.4,2.6,5.55,0.1388,8,Agosto
2021-08-22,Salta,NOA,86,2,1441351,34284,945,94.6,2.6,5.97,0.1388,8,Agosto
2021-08-23,Salta,NOA,121,2,1441351,34405,947,96.3,2.4,8.39,0.1388,8,Agosto
2021-08-24,Salta,NOA,135,4,1441351,34540,951,101.7,2.7,9.37,0.2775,8,Agosto
2021-08-25,Salta,NOA,135,6,1441351,34675,957,108.3,3.3,9.37,0.4163,8,Agosto
2021-08-26,Salta,NOA,138,2,1441351,34813,959,112.1,3.3,9.57,0.1388,8,Agosto
2021-08-27,Salta,NOA,110,3,1441351,34923,962,115.0,3.0,7.63,0.2081,8,Agosto
2021-08-28,Salta,NOA,92,4,1441351,35015,966,116.7,3.3,6.38,0.2775,8,Agosto
2021-08-29,Salta,NOA,115,2,1441351,35130,968,120.9,3.3,7.98,0.1388,8,Agosto
2021-08-30,Salta,NOA,171,4,1441351,35301,972,128.0,3.6,11.86,0.2775,8,Agosto
2021-08-31,Salta,NOA,136,1,1441351,35437,973,128.1,3.1,9.44,0.0694,8,Agosto
2021-09-01,Salta,NOA,156,0,1441351,35593,973,131.1,2.3,10.82,0.0,9,Septiembre
2021-09-02,Salta,NOA,188,5,1441351,35781,978,138.3,2.7,13.04,0.3469,9,Septiembre
2021-09-03,Salta,NOA,166,3,1441351,35947,981,146.3,2.7,11.52,0.2081,9,Septiembre
2021-09-04,Salta,NOA,125,5,1441351,36072,986,151.0,2.9,8.67,0.3469,9,Septiembre
2021-09-05,Salta,NOA,144,5,1441351,36216,991,155.1,3.3,9.99,0.3469,9,Septiembre
2021-09-06,Salta,NOA,184,3,1441351,36400,994,157.0,3.1,12.77,0.2081,9,Septiembre
2021-09-07,Salta,NOA,186,5,1441351,36586,999,164.1,3.7,12.9,0.3469,9,Septiembre
2021-09-08,Salta,NOA,195,2,1441351,36781,1001,169.7,4.0,13.53,0.1388,9,Septiembre
2021-09-09,Salta,NOA,230,8,1441351,37011,1009,175.7,4.4,15.96,0.555,9,Septiembre
2021-09-10,Salta,NOA,213,2,1441351,37224,1011,182.4,4.3,14.78,0.1388,9,Septiembre
2021-09-11,Salta,NOA,147,5,1441351,37371,1016,185.6,4.3,10.2,0.3469,9,Septiembre
2021-09-12,Salta,NOA,144,3,1441351,37515,1019,185.6,4.0,9.99,0.2081,9,Septiembre
2021-09-13,Salta,NOA,226,7,1441351,37741,1026,191.6,4.6,15.68,0.4857,9,Septiembre
2021-09-14,Salta,NOA,232,5,1441351,37973,1031,198.1,4.6,16.1,0.3469,9,Septiembre
2021-09-15,Salta,NOA,210,4,1441351,38183,1035,200.3,4.9,14.57,0.2775,9,Septiembre
2021-09-16,Salta,NOA,240,7,1441351,38423,1042,201.7,4.7,16.65,0.4857,9,Septiembre
2021-09-17,Salta,NOA,231,6,1441351,38654,1048,204.3,5.3,16.03,0.4163,9,Septiembre
2021-09-18,Salta,NOA,166,7,1441351,38820,1055,207.0,5.6,11.52,0.4857,9,Septiembre
2021-09-19,Salta,NOA,159,4,1441351,38979,1059,209.1,5.7,11.03,0.2775,9,Septiembre
2021-09-20,Salta,NOA,238,3,1441351,39217,1062,210.9,5.1,16.51,0.2081,9,Septiembre
2021-09-21,Salta,NOA,231,6,1441351,39448,1068,210.7,5.3,16.03,0.4163,9,Septiembre
2021-09-22,Salta,NOA,234,5,1441351,39682,1073,214.1,5.4,16.23,0.3469,9,Septiembre
2021-09-23,Salta,NOA,258,7,1441351,39940,1080,216.7,5.4,17.9,0.4857,9,Septiembre
2021-09-24,Salta,NOA,250,6,1441351,40190,1086,219.4,5.4,17.34,0.4163,9,Septiembre
2021-09-25,Salta,NOA,167,7,1441351,40357,1093,219.6,5.4,11.59,0.4857,9,Septiembre
2021-09-26,Salta,NOA,205,3,1441351,40562,1096,226.1,5.3,14.22,0.2081,9,Septiembre
2021-09-27,Salta,NOA,246,10,1441351,40808,1106,227.3,6.3,17.07,0.6938,9,Septiembre
2021-09-28,Salta,NOA,281,6,1441351,41089,1112,234.4,6.3,19.5,0.4163,9,Septiembre
2021-09-29,Salta,NOA,244,8,1441351,41333,1120,235.9,6.7,16.93,0.555,9,Septiembre
2021-09-30,Salta,NOA,275,5,1441351,41608,1125,238.3,6.4,19.08,0.3469,9,Septiembre
2021-10-01,Salta,NOA,266,7,1441351,41874,1132,240.6,6.6,18.45,0.4857,10,Octubre
2021-10-02,Salta,NOA,183,4,1441351,42057,1136,242.9,6.1,12.7,0.2775,10,Octubre
2021-10-03,Salta,NOA,192,8,1441351,42249,1144,241.0,6.9,13.32,0.555,10,Octubre
2021-10-04,Salta,NOA,274,6,1441351,42523,1150,245.0,6.3,19.01,0.4163,10,Octubre
2021-10-05,Salta,NOA,261,7,1441351,42784,1157,242.1,6.4,18.11,0.4857,10,Octubre
2021-10-06,Salta,NOA,261,8,1441351,43045,1165,244.6,6.4,18.11,0.555,10,Octubre
2021-10-07,Salta,NOA,251,4,1441351,43296,1169,241.1,6.3,17.41,0.2775,10,Octubre
2021-10-08,Salta,NOA,279,5,1441351,43575,1174,243.0,6.0,19.36,0.3469,10,Octubre
2021-10-09,Salta,NOA,179,8,1441351,43754,1182,242.4,6.6,12.42,0.555,10,Octubre
2021-10-10,Salta,NOA,192,11,1441351,43946,1193,242.4,7.0,13.32,0.7632,10,Octubre
2021-10-11,Salta,NOA,282,7,1441351,44228,1200,243.6,7.1,19.56,0.4857,10,Octubre
2021-10-12,Salta,NOA,276,8,1441351,44504,1208,245.7,7.3,19.15,0.555,10,Octubre
2021-10-13,Salta,NOA,261,6,1441351,44765,1214,245.7,7.0,18.11,0.4163,10,Octubre
2021-10-14,Salta,NOA,284,10,1441351,45049,1224,250.4,7.9,19.7,0.6938,10,Octubre
2021-10-15,Salta,NOA,263,3,1441351,45312,1227,248.1,7.6,18.25,0.2081,10,Octubre
2021-10-16,Salta,NOA,173,7,1441351,45485,1234,247.3,7.4,12.0,0.4857,10,Octubre
2021-10-17,Salta,NOA,183,4,1441351,45668,1238,246.0,6.4,12.7,0.2775,10,Octubre
2021-10-18,Salta,NOA,273,2,1441351,45941,1240,244.7,5.7,18.94,0.1388,10,Octubre
2021-10-19,Salta,NOA,252,7,1441351,46193,1247,241.3,5.6,17.48,0.4857,10,Octubre
2021-10-20,Salta,NOA,273,6,1441351,46466,1253,243.0,5.6,18.94,0.4163,10,Octubre
2021-10-21,Salta,NOA,246,6,1441351,46712,1259,237.6,5.0,17.07,0.4163,10,Octubre
2021-10-22,Salta,NOA,246,6,1441351,46958,1265,235.1,5.4,17.07,0.4163,10,Octubre
2021-10-23,Salta,NOA,166,13,1441351,47124,1278,234.1,6.3,11.52,0.9019,10,Octubre
2021-10-24,Salta,NOA,182,6,1441351,47306,1284,234.0,6.6,12.63,0.4163,10,Octubre
2021-10-25,Salta,NOA,246,7,1441351,47552,1291,230.1,7.3,17.07,0.4857,10,Octubre
2021-10-26,Salta,NOA,229,5,1441351,47781,1296,226.9,7.0,15.89,0.3469,10,Octubre
2021-10-27,Salta,NOA,234,6,1441351,48015,1302,221.3,7.0,16.23,0.4163,10,Octubre
2021-10-28,Salta,NOA,191,5,1441351,48206,1307,213.4,6.9,13.25,0.3469,10,Octubre
2021-10-29,Salta,NOA,245,5,1441351,48451,1312,213.3,6.7,17.0,0.3469,10,Octubre
2021-10-30,Salta,NOA,159,9,1441351,48610,1321,212.3,6.1,11.03,0.6244,10,Octubre
2021-10-31,Salta,NOA,133,8,1441351,48743,1329,205.3,6.4,9.23,0.555,10,Octubre
2021-11-01,Salta,NOA,200,6,1441351,48943,1335,198.7,6.3,13.88,0.4163,11,Noviembre
2021-11-02,Salta,NOA,212,1,1441351,49155,1336,196.3,5.7,14.71,0.0694,11,Noviembre
2021-11-03,Salta,NOA,195,4,1441351,49350,1340,190.7,5.4,13.53,0.2775,11,Noviembre
2021-11-04,Salta,NOA,222,10,1441351,49572,1350,195.1,6.1,15.4,0.6938,11,Noviembre
2021-11-05,Salta,NOA,212,4,1441351,49784,1354,190.4,6.0,14.71,0.2775,11,Noviembre
2021-11-06,Salta,NOA,145,7,1441351,49929,1361,188.4,5.7,10.06,0.4857,11,Noviembre
2021-11-07,Salta,NOA,111,8,1441351,50040,1369,185.3,5.7,7.7,0.555,11,Noviembre
2021-11-08,Salta,NOA,186,5,1441351,50226,1374,183.3,5.6,12.9,0.3469,11,Noviembre
2021-11-09,Salta,NOA,179,3,1441351,50405,1377,178.6,5.9,12.42,0.2081,11,Noviembre
2021-11-10,Salta,NOA,170,0,1441351,50575,1377,175.0,5.3,11.79,0.0,11,Noviembre
2021-11-11,Salta,NOA,174,5,1441351,50749,1382,168.1,4.6,12.07,0.3469,11,Noviembre
2021-11-12,Salta,NOA,159,2,1441351,50908,1384,160.6,4.3,11.03,0.1388,11,Noviembre
2021-11-13,Salta,NOA,122,5,1441351,51030,1389,157.3,4.0,8.46,0.3469,11,Noviembre
2021-11-14,Salta,NOA,125,2,1441351,51155,1391,159.3,3.1,8.67,0.1388,11,Noviembre
2021-11-15,Salta,NOA,173,4,1441351,51328,1395,157.4,3.0,12.0,0.2775,11,Noviembre
2021-11-16,Salta,NOA,157,4,1441351,51485,1399,154.3,3.1,10.89,0.2775,11,Noviembre
2021-11-17,Salta,NOA,185,4,1441351,51670,1403,156.4,3.7,12.84,0.2775,11,Noviembre
2021-11-18,Salta,NOA,167,1,1441351,51837,1404,155.4,3.1,11.59,0.0694,11,Noviembre
2021-11-19,Salta,NOA,145,6,1441351,51982,1410,153.4,3.7,10.06,0.4163,11,Noviembre
2021-11-20,Salta,NOA,94,3,1441351,52076,1413,149.4,3.4,6.52,0.2081,11,Noviembre
2021-11-21,Salta,NOA,110,0,1441351,52186,1413,147.3,3.1,7.63,0.0,11,Noviembre
2021-11-22,Salta,NOA,149,3,1441351,52335,1416,143.9,3.0,10.34,0.2081,11,Noviembre
2021-11-23,Salta,NOA,109,3,1441351,52444,1419,137.0,2.9,7.56,0.2081,11,Noviembre
2021-11-24,Salta,NOA,142,3,1441351,52586,1422,130.9,2.7,9.85,0.2081,11,Noviembre
